post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,post_format,comment_status,ping_status,pinged,post_parent,menu_order,acf_caption,acf_alt_text,acf_description,acf_file_name,acf_title,related_data_providers,related_use_cases,categories,logo,rate,question,title,meta_desc
Optimum Complexity,5114.0,Optimum Complexity is a financial services data provider that specializes in providing investment strategies to financial companies. Their company measures complexity using a proven approach along with complexity-based investment strategies. Optimum Complexity provides customers with proprietary technology that is based on a new model-free measure of correlation that allows users to trade a number of investment portfolios. They also provide trading advice to financial companies allowing them to better manage their risks.,Optimum is a financial services company from England. They specialize in providing investment strategies to financial companies.,2020-10-20 19:16:21,optimum-complexity,datahunters,publish,https://www.data-hunters.com/data_provider/optimum-complexity/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,xignite,Quandl",,Stock & Market Data,,,,Optimum Complexity,Optimum Complexity is a financial services company from England. They specialize in providing investment strategies to financial companies.
ORATS,5116.0,ORATS helps companies create alpha-generating strategies with quantitative research and options trading data feeds and support. They use proprietary volatility analysis and historical data to provide expert market analysis.,ORATS helps companies create alpha-generating strategies with quantitative research and options trading data feeds and support. They use proprietary volatility analysis and historical data to provide expert market analysis.,2020-10-20 19:16:21,option-research-and-technology-services,datahunters,publish,https://www.data-hunters.com/data_provider/option-research-and-technology-services/,,closed,closed,,0.0,0.0,,,,,,"Quandl,Exegy,Exchange Data International,Intrinio,CME Group",,"Stock & Market Data,Stock & Market Data",,,,ORATS,"ORATS helps companies trade options with data feeds, support, and research. They offer expert market analysis & alpha-generating strategies"
Oracle Data Cloud,5118.0,"Oracle Data Cloud provides business leaders with modern application that allow them to innovate, attain sustainable growth and become more resilient companies. They provide insights into behavior through transaction, lifestyle and online behavior data. They also provide audience management services that drive higher levels of audience engagement and mitigate brand safety risks.","Oracle Data Cloud is a data provider from the United States. They help businesses and individuals visualize, collect and organize data that provides a competitive advantage.",2020-10-20 19:16:22,oracle-data-cloud-odc,datahunters,publish,https://www.data-hunters.com/051120201604563999-jpeg/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Oracle Data Cloud,"Oracle Data Cloud is a data provider from the United States. They help businesses and individuals visualize, collect and organize data that provides a competitive advantage."
Oracle DataFox,5119.0,"Oracle DataFox is a cloud service platform that uses company-level data and intelligence to identify and prioritize the right target audience, providing strategic insights that drive opportunities and increase productivity. Their system provides a modern, AI data engine that seamlessly flows contextual company data directly into a company’s own systems.",Oracle DataFox is a cloud service platform from the United States. The provide businesses with B2B company data and signals.,2020-10-20 19:16:22,oracle-datafox,datahunters,publish,https://www.data-hunters.com/data_provider/oracle-datafox/,,closed,closed,,0.0,0.0,,,,,,"CLARA,InfoClutch,Bisnode",,"Firmographic Data,Technographics Data,Company Data,B2B Marketing Fit Data",,,,Oracle DataFox,Oracle DataFox is a cloud service platform from the United States. The provide businesses with B2B company data and signals.
Oracle Datalogix,5120.0,Oracle Datalogix combines offline purchase data with digital media insights to create meaningful insights for marketers. Their system allows marketers to improve audience targeting and measure sales impacts more efficiently.,Oracle Datalogix is a purchase data provider from the United States. They specialize in using digital media and offline purchasing data to provide analytics and meaningful insights to marketers.,2020-10-20 19:16:22,oracle-datalogix-2,datahunters,publish,https://www.data-hunters.com/051120201604564001-png/,,closed,closed,,0.0,0.0,,,,,,"Stirista,Intimate Merger,Lotame,Adstra,Connexity,AnalyticsIQ",,"Demographic Data,Marketing Attribution Data,Consumer Lifestyle Data,",,,,Oracle Datalogix,Oracle Datalogix is a purchase data provider from the United States. They specialize in using digital media and offline purchasing data to provide analytics and meaningful insights to marketers.
Dun & Bradstreet,5121.0,"Dun &amp; Bradstreet is a data provider that helps companies leverage data and analytical insights to make more intelligent business decisions and ensure a competitive edge. Their data and insights are delivered through their Data Cloud platform that provides solutions that improve performance within sales and marketing, finance, procurement and compliance business areas.","Dun & Bradstreet is a data provider from the United States. They specialize in providing Master Data solutions that help create a foundation of consistent and trusted customer, supplier and partner data that enable efficient workflows.",2020-10-20 19:16:23,orb-intelligence-by-d-b,datahunters,publish,https://www.data-hunters.com/data_provider/orb-intelligence-by-d-b/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Dun & Bradstreet,"Dun & Bradstreet is a data provider from the United States. They specialize in providing Master Data solutions that help create a foundation of consistent and trusted customer, supplier and partner data that enable efficient workflows."
ORBCOMM,5122.0,"ORBCOMM is a data provider that specializes in providing industrial and communication solutions for business to remotely track, monitor and control fixed and mobile assets. They specifically work with business in the transportation market providing Internet of Things (IoT) and Machine-to-Machine (M2M) solutions. Their services include a broad set of asset monitoring and control solutions that include seamless satellite and cellular connectivity, unique hardware and powerful application that are all backed by end-to-end customer support.","ORBCOMM is a business asset data provider from the United States. They provide tracking, monitoring and control services for the transportation market.",2020-10-20 19:16:23,orbcomm,datahunters,publish,https://www.data-hunters.com/data_provider/orbcomm/,,closed,closed,,0.0,0.0,,,,,,"GEOTAB,Genscape",,"Satellite Data,Industry-Specific Data",,,,ORBCOMM,"ORBCOMM is a business asset data provider from the United States. They provide tracking, monitoring and control services for the transportation market."
Orbital Insight,5124.0,"Orbital Insight is a geospatial data provider that analyzes satellite, drone, balloon and other unmanned aerial vehicle images to study a range of human activity. They data provides businesses with insights powered by AI that answer their questions surrounding supply chains, global commodities, geopolitical events, demographics and national security. Orbital Insight provides businesses with the insight to anticipate future changes and avoid costly surprises that allow them to create new opportunities.",Orbital Insight is geospatial data provider from the United States. They specifically provide information that helps businesses understand what’s happening on and to the Earth.,2020-10-20 19:16:23,orbital-insight,datahunters,publish,https://www.data-hunters.com/051120201604564002-png-2/,,closed,closed,,0.0,0.0,,,,,,"ICEYE,Geocento,Geospatial Insight,Capella Space",,"Satellite Data,Economic Data",,,,Orbital Insight,Orbital Insight is geospatial data provider from the United States. They specifically provide information that helps businesses understand what’s happening on and to the Earth.
OrgChartCity,5126.0,"OrgChartCity is a data provider that specializes in providing accurate, complete and up-to-date Fortune 500 org charts. Their insights and sales intelligence allow sales reps to develop effective strategic account plans. They also help marketing managers build effective target account based marketing programs.",OrgChartCity is a market research data provider from the United States. They provide strategic account reps and marketing managers the insights necessary to build effective targeting and marketing programs.,2020-10-20 19:16:24,orgchartcity,datahunters,publish,https://www.data-hunters.com/data_provider/orgchartcity/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Stirista,DueDil",,"Firmographic Data,Company Data",,,,OrgChartCity,OrgChartCity is a market research data provider from the United States. They provide strategic account reps and marketing managers the insights necessary to build effective targeting and marketing programs.
OS Data Solutions,5128.0,"OS Data Solutions is a data provider that provides unique data solutions. Their solutions combine the digital reach of Ströer with qualitative intent and purchase data from the Otto Group. Their datasets include more than 32 million CRM data points. OS Data Solutions also offer advertisers and agencies premium data products for display, mobile and video campaigns that allows them to target of 50 million unique users.",OS Data Solutions a data provider from Germany. They specialize in providing unique data that allows businesses to increase the impact and experience of their digital advertising.,2020-10-20 19:16:24,os-data-solutions,datahunters,publish,https://www.data-hunters.com/data_provider/os-data-solutions/,,closed,closed,,0.0,0.0,,,,,,"Relevant Audience,Acxiom",,"Demographic Data,Economic Data,Marketing Attribution Data,Individual Data,Individual Data",,,,OS Data Solutions,OS Data Solutions specializes in providing unique data that allows businesses to increase the impact of their digital advertising
OTAS Technologies,5130.0,"OTAS Technologies provides pre-trade and intraday analyses on more than 1500 stocks. They present this information to the world's largest global institutions in a format especially suited to professionals working in high-pressure markets.In 2017, Liquidnet acquired OTAS Technologies.","OTAS Technologies provides pre-trade and intraday analyses on over 1500 stocks, which they present to the world's largest global institutions",2020-10-20 19:16:25,otas-technologies,datahunters,publish,https://www.data-hunters.com/data_provider/otas-technologies/,,closed,closed,,0.0,0.0,,,,,,"Exchange Data International,xignite,Quandl",,Stock & Market Data,,,,OTAS Technologies,"OTAS Technologies provides pre-trade and intraday analyses on over 1500 stocks, which they present to the world's largest global institutions"
Otonomo,5132.0,"Otonomo is an automotive data services platform that provides data for businesses to use in the development of new apps and services for drivers, passengers, municipalities and transportation companies. The platform takes automotive data from multiple sources and cleans and aggregates it for use by consumers.",Otonomo is an automotive data provider from Israel. They specialize in providing dynamic traffic information from vehicle sensory to efficiently update and develop high-definition maps.,2020-10-20 19:16:26,otonomo,datahunters,publish,https://www.data-hunters.com/051120201604564003-jpeg/,,closed,closed,,0.0,0.0,,,,,,Dataforce,,"Automotive Industry Data,Economic Data,Product Review Data",,,,Otonomo,Otonomo is an automotive data provider from Israel. They specialize in providing dynamic traffic information from vehicle sensory to efficiently update and develop high-definition maps.
OMI,5134.0,OMI is a multi-channel marketing campaign data provider. Their services help businesses identify their prospects and generate qualified leads that increase customer conversion. OMI’s data includes B2B and B2C markets along with both international and domestic insights.,"OMI is a marketing and advertising company from the United States. They specialize in helping businesses expand their reach, through new customers and market using multi-channel marketing data.",2020-10-20 19:16:26,outwardmedia,datahunters,publish,https://www.data-hunters.com/051120201604564003-png/,,closed,closed,,0.0,0.0,,,,,,,,,,,,OMI,"OMI is a marketing and advertising company from the United States. They specialize in helping businesses expand their reach, through new customers and market using multi-channel marketing data."
OwlDQ,5136.0,"OwlDQ, also known as OWL Analytics, focuses on ESG market research. They also work with investors to integrate ESG data into their investment strategies, with the goal of improving results and positively impact the market.","OwlDQ, also known as OWL Analytics, focuses on ESG market research for investors intent positively impacting the market and their bottom line",2020-10-20 19:16:26,owl-analytics,datahunters,publish,https://www.data-hunters.com/data_provider/owl-analytics/,,closed,closed,,0.0,0.0,,,,,,,,,,,,OwlDQ,"OwlDQ, also known as OWL Analytics, focuses on ESG market research for investors intent positively impacting the market and their bottom line"
Owler,5138.0,Owler is a business information and insight platform. They work to help businesses beat competition within their market using actionable insights and real time alerts about the companies that matter to them.,Owler is a data provider from the United States. They provide companies with real-time news and alerts.,2020-10-20 19:16:27,owler,datahunters,publish,https://www.data-hunters.com/051120201604564004-jpeg/,,closed,closed,,0.0,0.0,,,,,,"DueDil,Crunchbase,PrivCo,Tracxn,Preqin,CB Insights",,"Stock & Market Data,Firmographic Data,Company Data,Company Data",,,,Owler,Owler is a data provider from the United States. They provide companies with real-time news and alerts.
Owlin,5140.0,"Owlin is a technology company that provides businesses with cutting-edge, real-time data analytics. Their system uses machine learning and artificial-intelligence based innovations to help businesses within the financial sector. Their team is made up of data scientists, engineers, designers and other business professionals.","Owlin is technology company from the Netherlands that provides news analytics for business opportunities, risk management and research.",2020-10-20 19:16:28,owlin,datahunters,publish,https://www.data-hunters.com/051120201604564004-png/,,closed,closed,,0.0,0.0,,,,,,"FACTSET,Accern,African Markets,Investment Company Institute,GlobalData,CRIF",,"Stock & Market Data,,News Data",,,,Owlin,"Owlin is technology company from the Netherlands that provides news analytics for business opportunities, risk management and research."
Oxxford Information Technology,5142.0,"Oxxford Information Technology provides actionable solutions to banking, insurance and financial services clients. They help clients solve problems through the use of analytics, knowledge base and vast information resources. Their collective skills and expertise include customer data integration, econometrics, software development, marketing and statistics experience.","Oxxford Information Technology provide banks, insurance and financial service companies with powerful analytics and market information",2020-10-20 19:16:28,oxxford-information-technology,datahunters,publish,https://www.data-hunters.com/data_provider/oxxford-information-technology/,,closed,closed,,0.0,0.0,,,,,,"BoldData,DueDil,Owler,Creditsafe,Crunchbase,North Data",,"Stock & Market Data,Firmographic Data,Company Data",,,,Oxxford Information Technology,"Oxxford Information Technology provide banks, insurance and financial service companies with powerful analytics and market information"
P3Insights,5144.0,"P3Insights is a management consulting company that provides operational leadership to small companies. Their services help drive productivity, improve performance and ensure consistent delivery of goods and services. They focus on the people within organizations, the company’s key processes and overall performance from a COO viewpoint.","P3Insights management consulting company provides operational leadership to small companies, focusing on the people within organizations",2020-10-20 19:16:29,p3-insight,datahunters,publish,https://www.data-hunters.com/data_provider/p3-insight/,,closed,closed,,0.0,0.0,,,,,,,,,,,,P3Insights,"P3Insights management consulting company provides operational leadership to small companies, focusing on the people within organizations"
Pacific Credit Rating,5146.0,"Pacific Credit Rating is a data provider that specializes in providing financial ratings with international coverage. They provide services in Latin America and establish valuable relationships with clients based on experience, speed and prestige in various markets and sectors.",Pacific Credit Rating is a data provider from Peru. They provide financial rating services in Latin America.,2020-10-20 19:16:30,pacific-credit-rating,datahunters,publish,https://www.data-hunters.com/051120201604564005-png-2/,,closed,closed,,0.0,0.0,,,,,,"CreditRiskMonitor,CrediWeb,VietnamCredit,AsianCIS,Creditsafe,Infocredit Group,Crediwatch,Worldbox",,Business Credit Rating Data,,,,Pacific Credit Rating,Pacific Credit Rating is a data provider from Peru. They provide financial rating services in Latin America.
Pacific Epoch,5148.0,"Pacific Epoch is a financial services provider that delivers credible local [perspective and reliable data. Their data and analyses specifically focus on key in-country internet companies. Pacific Epoch provides their services to institutional investors, private equity companies and corporate clients.","Pacific Epoch is a data provider from the United States. They provide financial research services to institutional investors, private equity companies, and corporate clients.",2020-10-20 19:16:30,pacific-epoch,datahunters,publish,https://www.data-hunters.com/data_provider/pacific-epoch/,,closed,closed,,0.0,0.0,,,,,,"Zirra,Alphamatician,Alqami,Yewno",,"Firmographic Data,Economic Data,Company Data",,,,Pacific Epoch,"Pacific Epoch is a data provider from the United States. They provide financial research services to institutional investors, private equity companies, and corporate clients."
PagesJaunes,5150.0,"PagesJaunes is a local directory platform in France both in print and mobile applications. They provide information services by telephone and SMS, online classifieds and website creation. Their company is a subsidiary of Solocal Group.",PagesJaunes is a data provider from France that provides directory services.,2020-10-20 19:16:31,pagesjaunes,datahunters,publish,https://www.data-hunters.com/051120201604564012-png/,,closed,closed,,0.0,0.0,,,,,,"SafeGraph,2GIS,PinMeTo,HEROLD,Quandoo,Yell",,"Business Registry Data,",,,,PagesJaunes,PagesJaunes is a data provider from France that provides directory services.
Pakistan Credit Ratings Agency,5152.0,"Pakistan Credit Rating Agency is a credit rating agency in Pakistan that is widely acknowledge and trusted for its professionalism and integrity. They provide ratings to individuals, companies, stocks, government, corporate and municipal bonds. They have provided over one hundred ratings including ratings for debt instruments, financial institutions, major industrial corporations and international rating assignments in collaboration with Fitch.",Pakistan Credit Rating Agency is a data provider from India. They specialize in credit risk ratings.,2020-10-20 19:16:32,pakistan-credit-rating-agency-pacra,datahunters,publish,https://www.data-hunters.com/051120201604564013-png/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Pakistan Credit Ratings Agency,Pakistan Credit Rating Agency is a data provider from India. They specialize in credit risk ratings.
Pakistan Stock Exchange Limited,5154.0,"Pakistan Stock Exchange is a stock exchange platform offering fair, efficient and transparent securities in the region of Pakistan. They have three trading floors – Islamabad, Karachi and Lahore.",Pakistan Stock Exchange is a data provider from Pakistan. They provide a digitized stock marketplace where investors can buy and sell company stocks.,2020-10-20 19:16:32,pakistan-stock-exchange,datahunters,publish,https://www.data-hunters.com/051120201604564013-gif/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Pakistan Stock Exchange Limited,Pakistan Stock Exchange is a data provider from Pakistan. They provide a digitized stock marketplace where investors can buy and sell company stocks.
PandaScore,5156.0,"PandaScore is a real-time eSports statistics provider. Their services use artificial intelligence to college data from competitions and matches. Their platform can be used by viewers, teams and tournament organizers. Viewers can follow competitions in real-time, teams can analyze their statistics, and tournament organizers gain valuable insights for creating successful competitions.",PandaScore is a data provider from France. They provide businesses and individuals with e-sport statistics in real-time.,2020-10-20 19:16:33,pandascore,datahunters,publish,https://www.data-hunters.com/051120201604564018-png/,,closed,closed,,0.0,0.0,,,,,,"GameScorekeeper,Esport API,Abios,EEDAR,Esports Data Provider",,"Esports Data,Sports Betting Data",,,,PandaScore,PandaScore is a data provider from France. They provide businesses and individuals with e-sport statistics in real-time.
Panjiva,5158.0,"Panjiva, now S&amp;P Global, integrates financial and industry data to provide customers with insights that allow them to make smarter, more informed decisions. They specifically provide tools the help track performance, understand competition, identify investment ideas, perform valuation and assess credit risk.",Panjiva is a machine learning and data analytics company from the United States. They specialize in providing insights for global supply chains.,2020-10-20 19:16:33,panjiva-by-s-p,datahunters,publish,https://www.data-hunters.com/data_provider/panjiva-by-s-p/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,BoldData,Thomson Data",,"B2B Data,Firmographic Data,Company Data,B2B Data,Firmographic Data",,,,Panjiva,Panjiva is a machine learning and data analytics company from the United States. They specialize in providing insights for global supply chains.
Pantera Global Technology,5160.0,"Pantera is a data provider that specializes in creating software tools for businesses within the construction industry. They focus on providing the latest and greatest construction management tools on the market. During all phases of the building cycle, Pantera provides innovative and easy to use solutions for business’s to streamline processes and become more successful.",Pantera is a data provider from the United States. They provide software tools for the construction industry.,2020-10-20 19:16:34,pantera-tools,datahunters,publish,https://www.data-hunters.com/051120201604564022-jpeg-2/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Pantera Global Technology,Pantera is a data provider from the United States. They provide software tools for the construction industry.
PanXchange,5162.0,"PanXchange is a web-based trading platform for both buyers and sellers. Their platform allows buyers and seller to negotiate specific trade details including location and timing of delivery, exact quantity and quality of the commodity, along with other specifics, all in real time.",PanXchange is a data provider from the United States. They provide trading services to buyers and sellers.,2020-10-20 19:16:34,panxchange,datahunters,publish,https://www.data-hunters.com/051120201604564023-png/,,closed,closed,,0.0,0.0,,,,,,"Gravy Analytics,PeerLogix,Prosper Insights & Analytics,Adstra,SafeGraph",,"Marketing Attribution Data,Economic Data",,,,PanXchange,PanXchange is a data provider from the United States. They provide trading services to buyers and sellers.
Parkopedia,5164.0,Parkopedia is a parking service provider from the United Kingdom. They provide cutting edge technology that is shaping parking globally and the future of driving. Their platform specifically provides detailed parking lots and space availability to make finding parking easier for driver across 89 different countries.,Parkopedia is a data provider from the United Kingdom. They provide detailed parking lot and space availability information across 89 countries allowing drivers to find parking easily.,2020-10-20 19:16:34,parkopedia,datahunters,publish,https://www.data-hunters.com/data_provider/parkopedia/,,closed,closed,,0.0,0.0,,,,,,"Waze,The GDELT Project,Ball Aerospace",,"Map Data,Traffic and Routing Data,Satellite Data",,,,Parkopedia,Parkopedia is a data provider from the United Kingdom. They provide detailed parking lot and space availability information across 89 countries allowing drivers to find parking easily.
Parrot Analytics,5166.0,"Parrot Analytics is a data science company that predicts and measures the global demand for content across all platforms on a global scale. They specialize in connecting consumer sand content creators, enabling data driven decision making across the media and entertainment industry.","Parrot Analytics is a data provider from the United States. They provide data analytics for entertainment companies, brands and agencies to better understand their global audience and the demand for television content.",2020-10-20 19:16:35,parrot-analytics,datahunters,publish,https://www.data-hunters.com/051120201604564024-png-2/,,closed,closed,,0.0,0.0,,,,,,"TiVo,Alphonso,Tru Optik,iSpot.tv",,TV Streaming Rating Data,,,,Parrot Analytics,"Parrot Analytics is a data provider from the United States. They provide data analytics for entertainment companies, brands and agencies to better understand their global audience and the demand for television content."
Parse.ly,5168.0,"Parse.ly is an analytics platform created for content teams. They work with hundreds of enterprises including publishers, entertainment brands, digital startups and corporate markets. Their services include providing web analytics and content optimization software for businesses to use for making confident businesses decisions.",Parse.ly is a data provider from the United States. They provide web analytics and content optimization software for online publishers.,2020-10-20 19:16:35,parse-ly,datahunters,publish,https://www.data-hunters.com/051120201604564025-png/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Parse.ly,Parse.ly is a data provider from the United States. They provide web analytics and content optimization software for online publishers.
PAT RESEARCH,5170.0,"PAT RESEARCH is a B2B software discovery platform that provides reviews, ratings, buying guides, and more. In addition, they offer best practice advice, analyses, and software comparisons.PAT RESEARCH also provide online courses for enterprise software and business programs, such as MBA or HR masters degrees.","PAT RESEARCH B2B software discovery platform that provides reviews, ratings, buying guides, and more and even online software courses & MBAs",2020-10-20 19:16:36,pat-research,datahunters,publish,https://www.data-hunters.com/data_provider/pat-research/,,closed,closed,,0.0,0.0,,,,,,"True Influence,IT Central Station,Crozdesk,FullContact",,B2B Intent Data,,,,PAT RESEARCH,"PAT RESEARCH B2B software discovery platform that provides reviews, ratings, buying guides, and more and even online software courses & MBAs"
PatentSight,5172.0,"PatentSight is an information and analytics company that provides unique and reliable insights into the patent industry. Their services allow decision-makers to gain valuable insights into their industry. PatentSight services include benchmarking, M&amp;A, patent portfolio optimization, R&amp;D strategy, and technology trends &amp; licensing.",PatentSight is a data provider from Germany. They specialize in providing access to unique data analytics that allow technology-drive organization to gain valuable insights for strategic IP management.,2020-10-20 19:16:36,patentsight,datahunters,publish,https://www.data-hunters.com/data_provider/patentsight/,,closed,closed,,0.0,0.0,,,,,,"IPqwery,PatSnap,Yewno,ExtractAlpha",,"Legal and IP Data,Patent Data",,,,PatentSight,PatentSight is a data provider from Germany. They specialize in providing access to unique data analytics that allow technology-drive organization to gain valuable insights for strategic IP management.
PatSnap,5174.0,"PatSnap is an intelligence platform that connects technology and innovation strategies to help businesses navigate potential risk, identify technological opportunities and ultimately grow their businesses. Their platform uses AI technology to connect and analyze data points from patents, journals, venture capitalists, M&A, startups, technology news and more. Their services allow users to streamline and innovation funnels making them as efficient and effective as possible.",PatSnap is a data provider from Singapore. They provide a new source of information for scientists for use during their research.,2020-10-20 19:16:37,patsnap,datahunters,publish,https://www.data-hunters.com/051120201604564033-jpeg/,,closed,closed,,0.0,0.0,,,,,,"IPqwery,Darts-ip,Yewno,Zirra",,",Legal and IP Data",,,,PatSnap,PatSnap is a data provider from Singapore. They provide a new source of information for scientists for use during their research.
PAYBACK Online Panel,5176.0,"PAYBACK Online Panel is a multi-loyalty program and a multichannel marketing platform. They collect customer feedback from members in Germany and other countries. These members then receive compensation in the form of vouchers, rewards, frequent flyer miles, or charitable donations from thousands of well-known companies and marketplaces.Their platform communicates synchronously by all channels online and offline, providing optimal coverage and personalization. In short, their services allow businesses to run integrated marketing campaigns through all channels.","PAYBACK Online Panel collects customer feedback for marketers who reward users with vouchers, frequent flyer miles, charitable donations, &c.",2020-10-20 19:16:37,payback-online-panel,datahunters,publish,https://www.data-hunters.com/data_provider/payback-online-panel/,,closed,closed,,0.0,0.0,,,,,,"GfK,IBOPE Inteligência,Blue Mail Media",,"Demographic Data,,Consumer Survey Data",,,,PAYBACK Online Panel,"PAYBACK Online Panel collects customer feedback for marketers who reward users with vouchers, frequent flyer miles, charitable donations, &c."
PayNet,5178.0,"PayNet is a P2P (peer-to-peer) platform that offers financial technology services. PayNet believes our society has the potential of becoming a cashless society. Because of this, they work to provide a secure and transparent digital payment experience. Their system improves efficiency and heightens the overall payment experience for customers.","PayNet is a data provider from the Philippines that provides cashless payment services to consumers, businesses and government agencies.",2020-10-20 19:16:37,paynet,datahunters,publish,https://www.data-hunters.com/data_provider/paynet/,,closed,closed,,0.0,0.0,,,,,,"DueDil,CrediWeb,Infoclipper,Creditsafe",,"Firmographic Data,Business Credit Rating Data,Company Data",,,,PayNet,"PayNet is a data provider from the Philippines that provides cashless payment services to consumers, businesses and government agencies."
Publishers Clearing House Media,5180.0,"Publishers Clearing House Media is the digital advertising division of Publishers Clearing House, a leading interactive media and entertainment company. They offer businesses creative media and targeting solutions that allow businesses to identify the right audiences for their company and then persuade them to buy, download or engage with them. They provide first-party identity and purchase data from registered members that offer deep insights into what motivated consumers to buy.",Publishers Clearing House Media is a data provider from the United States that offers creative media and audience targeting solutions.,2020-10-20 19:16:39,pch-media,datahunters,publish,https://www.data-hunters.com/data_provider/pch-media/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Publishers Clearing House Media,Publishers Clearing House Media is a data provider from the United States that offers creative media and audience targeting solutions.
Milestone Group,5182.0,"Milestone Group provides the data and data management services to bring investment goals to fruition. Focusing on asset allocation (including pension funds, fiduciaries, and similar asset managers), Milestone Group offers agile, cloud-based solutions.One of these solutions is their pControl platform. This proprietary resource power Backup NAV capabilities with flexible, blended operating model choices.",Milestone Group provides financial data and global investment technology solutions such as their pControl platform,2020-10-20 19:16:40,pcontrol,datahunters,publish,https://www.data-hunters.com/data_provider/pcontrol/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Milestone Group,Milestone Group provides financial data and global investment technology solutions such as their pControl platform
Peachtree Data,5184.0,"Peachtree data is a company that specializes in data hygiene services that allow businesses to improve response rates and reduce marketing costs on direct mail, telemarketing and email marketing campaigns. They focus on improving client’s data quality and marketing ROI with great data quality solutions.",Peachtree Data is a data provider from the United States. They provide data processing services for the Direct Mail and Direct Marketing industry.,2020-10-20 19:16:40,peachtree-data,datahunters,publish,https://www.data-hunters.com/051120201604564034-png-2/,,closed,closed,,0.0,0.0,,,,,,"Clearbit,Everstring,HG Insights,Company Check",,"B2B Data,Firmographic Data,,Company Data,B2B Data",,,,Peachtree Data,Peachtree Data is a data provider from the United States. They provide data processing services for the Direct Mail and Direct Marketing industry.
peekd,5186.0,"Peekd is a data science company that build the infrastructure necessary for business to generate insights of their first-party sales data. Using this data, they generate accurate traffic and transaction based marketing insights.",Peekd is a data provider from Germany. They provide clients with data analytics that improve online sales performance.,2020-10-20 19:16:40,peekd-ai,datahunters,publish,https://www.data-hunters.com/051120201604564035-jpeg/,,closed,closed,,0.0,0.0,,,,,,"IRI Data Cloud,DataWeave,Edge by Ascential",",Targeted Marketing,,Trend Forecasting,,Retail AR,,,,,,,Remarketing Campaigns,,,Traffic Management,,Trend Forecasting,","Traffic and Routing Data,Product Review Data,SEO & Web Advertising Data,C2C E-Commerce Data,Marketing Attribution Data,Retail & Commerce Data,Website Traffic Data,Individual Data,SEO & Web Advertising Data,Retail & Commerce Data,Retail & Commerce Data,,Web Data,SEO & Web Advertising Data,SEO & Web Advertising Data,,App Data,Retail & Commerce Data",,,,peekd,Peekd is a data provider from Germany. They provide clients with data analytics that improve online sales performance.
PeekYou,5188.0,"PeekYou is a search company that indexes the public web around people. They are the leading people search engine that serves over 6 million visitors. It helps companies determine the whole, where and what of their user and client base for marketing, analytics and research purposes.","PeekYou is a data provider from the United States. They provide consumer data for companies to use in marketing, analytics and research purposes.",2020-10-20 19:16:41,peekyou,datahunters,publish,https://www.data-hunters.com/051120201604564035-png/,,closed,closed,,0.0,0.0,,,,,,"Dataminr,Tyr Data,Quintelligence,TheySay",,"Demographic Data,Social Data",,,,PeekYou,"PeekYou is a data provider from the United States. They provide consumer data for companies to use in marketing, analytics and research purposes."
PeerLogix,5190.0,"PeerLogix provides software that allows businesses to track and catalogue ad and streaming media viewership. With this information, companies can determine customer preferences and trends to better appeal to them.","PeerLogix provides software that allows businesses to track and catalogue ad and streaming media viewership. With this information, companies can determine customer preferences and trends to better appeal to them.",2020-10-20 19:16:42,peerlogix,datahunters,publish,https://www.data-hunters.com/data_provider/peerlogix/,,closed,closed,,0.0,0.0,,,,,,"4INFO,Gimbal,AnalyticsIQ,Connexity,Reveal Mobile,Stirista,Skimlinks,Clickagy",,"Demographic Data,Economic Data,Location Data,,Marketing Attribution Data,Economic Data,Sports & Entertainment Data,",,,,PeerLogix,PeerLogix collects customer data from streaming and downloading parties as well as ad viewership. Companies use the data for marketing
PEFINDO,5192.0,"PT Pemeringkat Efek Indonesia (PEFINDO) is a credit rating agency that supports the development of Indonesia’s money and capital markets. They provide objective, independent and credible rating on the credit risk of corporate and debt securities. Along with their rating activities, they also produce and publicize credit information relating to debt capital markets.",PEFINDO is a data provider from Indonesia. They specialize in providing users with credit ratings for corporate and debt securities.,2020-10-20 19:16:42,pefindo,datahunters,publish,https://www.data-hunters.com/data_provider/pefindo/,,closed,closed,,0.0,0.0,,,,,,"Credit Rating Agency of Bangladesh,Credit Rating Information and Services,Islamic International Rating Agency",,"Firmographic Data,Business Credit Rating Data,Company Data,Economic Data",,,,PEFINDO,PEFINDO is a data provider from Indonesia. They specialize in providing users with credit ratings for corporate and debt securities.
